1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,-0.9,-0.1,0.5,-2.5,-0.9,-2.1,-2.4,-0.6,2.6,3.2,2,2.4,3.5,3.4,3.6,0.6,3.1,3.2,1.8,3.2,3.5,2.3,6.4,4.5,5.9,6.3,9.5,5.1,4.6,7.6,9.1
