년,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
강수량(mm),1188.4,1436.6,986.2,1626.6,1794,1216.3,2018.9,1248.8,1288.2,1736.8,1708.2,1359.7,1769.6,928.1,1250.7,1067.4,1109.5,1147.5,1160.9,1279.4,1242.4,1216.2,949.3,1205.1,1249.5,1544.6,1247.4,1751.4,760.8,1437.1,2355.5,1158.2,1454.9,1292.7,1055.8,1598.6,1256.6,1210.2,2349.1,1733.1,1186.8,1386,1388,2012,1499.1,1358.4,1681.9,1212.3,1356.3,1564,2043.5,2039.3,1646.3,1403.8,808.9,792.1,991.7,1233.2,1284.1,891.3,1651.1,1186.5,1775.3,1107.2
