1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
371.2,373.3,375.6,377.6,379.9,382.1,384.3,386.5,388.6,390.7,392.6,394.9,396.8,399.9,402.4,404.6,407,409.9,412.2,415.2,417.9,420.4,423.1,425
